000001	1	motorbike	469	417	675	625	1
000001	2	motorbike	688	179	787	280	0
000001	3	motorbike	956	193	1009	282	0
000001	4	person	1043	190	1082	291	0
000001	5	car	817	183	979	263	0
000001	7	motorbike	332	229	410	300	0
000001	8	motorbike	172	211	247	280	0
000001	10	motorbike	496	176	552	273	0
000001	20	person	492	204	648	444	1
000001	22	person	357	183	410	245	0
000002	1	motorbike	480	396	680	615	1
000002	2	motorbike	695	181	794	282	0
000002	3	motorbike	960	193	1013	282	0
000002	4	person	1041	190	1080	289	0
000002	5	car	823	183	984	263	0
000002	7	motorbike	327	225	405	300	0
000002	8	motorbike	174	209	248	279	0
000002	10	motorbike	496	176	552	273	0
000002	20	person	503	200	656	435	1
000002	22	person	352	183	405	245	0
000003	1	motorbike	490	375	686	604	1
000003	2	motorbike	704	183	803	284	0
000003	3	motorbike	963	193	1016	282	0
000003	4	person	1041	190	1079	289	0
000003	5	car	828	183	990	263	0
000003	7	motorbike	321	222	400	300	0
000003	8	motorbike	176	208	250	277	0
000003	10	motorbike	496	176	552	273	0
000003	20	person	513	197	663	426	1
000003	22	person	346	183	400	245	0
000004	1	motorbike	503	353	693	593	1
000004	2	motorbike	712	184	812	286	0
000004	3	motorbike	967	193	1020	282	0
000004	4	person	1041	190	1079	289	0
000004	5	car	833	183	995	263	0
000004	7	motorbike	316	220	394	302	0
000004	8	motorbike	177	206	252	275	0
000004	10	motorbike	485	177	547	275	0
000004	13	motorbike	0	236	33	307	0
000004	20	person	524	193	670	419	1
000004	22	person	341	183	394	245	0
000005	1	motorbike	513	348	698	581	1
000005	2	motorbike	721	183	821	284	0
000005	3	motorbike	970	192	1024	280	0
000005	4	person	1041	190	1079	289	0
000005	5	car	839	183	1000	263	0
000005	7	motorbike	309	220	389	302	0
000005	8	motorbike	177	204	252	273	0
000005	10	motorbike	474	179	542	277	0
000005	13	motorbike	0	234	32	305	0
000005	20	person	535	190	677	410	1
000005	22	person	334	183	387	245	0
000006	1	motorbike	526	343	705	568	1
000006	2	motorbike	730	183	830	284	0
000006	3	motorbike	976	192	1029	280	0
000006	4	person	1041	190	1079	289	0
000006	5	car	844	183	1006	263	0
000006	7	motorbike	302	222	384	302	0
000006	8	motorbike	177	204	252	273	0
000006	10	motorbike	465	183	536	279	0
000006	13	motorbike	0	232	32	304	0
000006	20	person	545	188	686	403	1
000006	22	person	328	183	382	245	0
000007	1	motorbike	538	337	712	556	1
000007	2	motorbike	741	183	840	284	0
000007	3	motorbike	981	190	1034	279	0
000007	4	person	1043	192	1080	291	0
000007	5	car	849	183	1011	263	0
000007	7	motorbike	295	224	378	304	0
000007	8	motorbike	177	202	252	272	0
000007	10	motorbike	460	181	531	279	0
000007	13	motorbike	0	231	32	302	0
000007	20	person	556	188	696	400	1
000007	22	person	323	183	376	245	0
000008	1	motorbike	551	332	720	544	1
000008	2	motorbike	750	183	849	284	0
000008	3	motorbike	986	190	1040	279	0
000008	4	person	1043	192	1080	291	0
000008	5	car	855	183	1016	263	0
000008	7	motorbike	288	225	373	304	0
000008	8	motorbike	177	202	252	272	0
000008	10	motorbike	455	179	526	279	0
000008	13	motorbike	0	229	32	300	0
000008	20	person	568	188	707	396	1
000008	22	person	318	181	371	243	0
000008	23	person	478	181	520	234	0
000009	1	motorbike	563	327	727	531	1
000009	2	motorbike	760	183	860	284	0
000009	3	motorbike	992	190	1045	279	0
000009	4	person	1043	192	1080	291	0
000009	5	car	860	183	1022	263	0
000009	7	motorbike	282	227	368	305	0
000009	8	motorbike	177	202	252	272	0
000009	10	motorbike	451	179	520	280	0
000009	13	motorbike	0	227	32	298	0
000009	20	person	581	188	720	392	1
000009	22	person	314	179	368	241	0
000009	23	person	474	181	517	234	0
000010	1	motorbike	574	327	734	520	1
000010	2	motorbike	771	183	871	284	0
000010	3	motorbike	997	192	1050	280	0
000010	4	person	1045	193	1082	293	0
000010	5	car	865	184	1027	264	0
000010	7	motorbike	277	229	362	307	0
000010	8	motorbike	179	202	254	272	0
000010	10	motorbike	444	186	513	282	0
000010	13	motorbike	0	225	32	296	0
000010	20	person	595	188	727	387	1
000010	22	person	311	179	364	241	0
000010	23	person	471	181	513	234	0
000011	1	motorbike	586	328	741	512	1
000011	2	motorbike	782	184	881	286	0
000011	3	motorbike	1004	195	1057	284	0
000011	4	person	1045	193	1082	293	0
000011	5	car	871	184	1032	264	0
000011	7	motorbike	272	232	359	311	0
000011	8	motorbike	181	202	256	272	0
000011	10	motorbike	439	193	508	284	0
000011	13	motorbike	0	225	32	295	0
000011	20	person	609	190	736	384	1
000011	22	person	305	181	359	243	0
000011	23	person	467	181	510	234	0
000012	1	motorbike	599	330	748	503	1
000012	2	motorbike	792	186	892	288	0
000012	3	motorbike	1011	197	1064	286	0
000012	4	person	1045	193	1082	293	0
000012	5	car	876	186	1038	266	0
000012	7	motorbike	266	236	355	314	0
000012	8	motorbike	183	202	257	272	0
000012	10	motorbike	432	200	503	286	0
000012	13	motorbike	0	225	32	295	0
000012	20	person	624	192	743	380	1
000012	22	person	302	184	355	247	0
000012	23	person	464	181	506	234	0
000013	1	motorbike	611	330	755	492	1
000013	2	motorbike	803	188	903	289	0
000013	4	person	1047	195	1084	295	0
000013	7	motorbike	261	238	350	318	0
000013	8	motorbike	186	204	261	273	0
000013	10	motorbike	426	208	497	288	0
000013	13	motorbike	0	225	33	295	0
000013	20	person	638	193	752	376	1
000013	22	person	298	188	352	250	0
000013	23	person	462	181	504	234	0
000014	1	motorbike	624	332	762	483	1
000014	2	motorbike	816	186	912	288	0
000014	4	person	1045	195	1082	295	0
000014	7	motorbike	256	241	346	321	0
000014	8	motorbike	186	204	261	273	0
000014	10	motorbike	419	215	492	289	0
000014	13	motorbike	0	229	35	298	0
000014	20	person	654	195	760	373	1
000014	22	person	289	188	343	250	0
000014	23	person	451	181	494	234	0
000015	1	motorbike	636	334	771	474	1
000015	2	motorbike	828	186	920	286	0
000015	4	person	1045	195	1082	295	0
000015	7	motorbike	252	245	343	325	0
