000001	1	car	620	313	687	360	0
000001	2	motorbike	964	311	1071	456	1
000001	3	car	698	316	723	345	0
000001	4	car	730	326	763	353	0
000001	5	motorbike	780	327	806	360	0
000002	1	car	621	313	688	360	0
000002	2	motorbike	962	310	1069	455	1
000002	3	car	698	315	723	344	0
000002	4	car	732	326	765	353	0
000002	5	motorbike	782	327	808	360	0
000003	1	car	623	313	690	360	0
000003	2	motorbike	960	310	1067	455	1
000003	3	car	699	315	723	344	0
000003	4	car	735	326	768	353	0
000003	5	motorbike	784	327	810	360	0
000004	1	car	625	314	692	361	0
000004	2	motorbike	958	310	1065	455	1
000004	3	car	700	315	723	344	0
000004	4	car	737	326	770	353	0
000004	5	motorbike	786	327	812	360	0
000005	1	car	626	314	693	361	0
000005	2	motorbike	957	310	1064	455	1
000005	3	car	701	315	724	344	0
000005	4	car	740	326	773	353	0
000005	5	motorbike	789	328	815	361	0
000006	1	car	628	314	695	361	0
000006	2	motorbike	955	309	1062	454	1
000006	3	car	702	315	724	344	0
000006	4	car	742	326	775	353	0
000006	5	motorbike	791	328	817	361	0
000007	1	car	630	315	697	362	0
000007	2	motorbike	953	309	1060	454	1
000007	3	car	702	315	724	343	0
000007	4	car	745	326	778	353	0
000007	5	motorbike	793	328	819	361	0
000008	1	car	632	315	699	362	0
000008	2	motorbike	952	309	1059	454	1
000008	3	car	703	315	724	343	0
000008	4	car	747	326	780	353	0
000008	5	motorbike	795	329	821	362	0
000009	1	car	633	315	700	362	0
000009	2	motorbike	950	309	1057	454	1
000009	3	car	704	314	725	343	0
000009	4	car	750	326	783	353	0
000009	5	motorbike	798	329	824	362	0
000010	1	car	635	316	702	363	0
000010	2	motorbike	948	308	1055	453	1
000010	3	car	705	314	725	343	0
000010	4	car	752	326	785	353	0
000010	5	motorbike	800	329	826	362	0
000011	1	car	637	316	704	363	0
000011	2	motorbike	946	308	1053	453	1
000011	3	car	706	314	725	343	0
000011	4	car	755	326	788	353	0
000011	5	motorbike	802	330	828	363	0
000012	1	car	638	316	705	363	0
000012	2	motorbike	945	308	1052	453	1
000012	3	car	706	314	725	342	0
000012	4	car	757	326	790	353	0
000012	5	motorbike	804	330	830	363	0
000013	1	car	640	317	707	364	0
000013	2	motorbike	943	308	1050	453	1
000013	3	car	707	314	726	342	0
000013	4	car	760	326	793	353	0
000013	5	motorbike	807	330	833	363	0
000014	1	car	642	317	709	364	0
000014	2	motorbike	941	307	1048	452	1
000014	3	car	708	314	726	342	0
000014	4	car	762	326	795	353	0
000014	5	motorbike	809	331	835	364	0
000015	1	car	644	318	711	365	0
000015	2	motorbike	940	307	1047	452	1
000015	3	car	709	314	726	342	0
000015	4	car	765	326	798	353	0
000015	5	motorbike	811	331	837	364	0
000016	1	car	645	318	712	365	0
000016	2	motorbike	938	307	1045	452	1
000016	4	car	767	326	800	353	0
000016	5	motorbike	813	331	839	364	0
000017	1	car	647	318	714	365	0
000017	2	motorbike	936	307	1043	452	1
000017	4	car	770	326	803	353	0
000017	5	motorbike	816	332	842	365	0
000018	1	car	649	319	716	366	0
000018	2	motorbike	934	306	1041	451	1
000018	4	car	772	326	805	353	0
000018	5	motorbike	818	332	844	365	0
000019	1	car	650	319	717	366	0
000019	2	motorbike	933	306	1040	451	1
000019	4	car	775	326	808	353	0
000019	5	motorbike	820	332	846	365	0
000020	1	car	652	319	719	366	0
000020	2	motorbike	931	306	1038	451	1
000020	4	car	777	326	810	353	0
000020	5	motorbike	822	333	848	366	0
000021	1	car	654	320	721	367	0
000021	2	motorbike	929	306	1036	451	1
000021	4	car	780	326	813	353	0
000021	5	motorbike	825	333	851	366	0
000022	1	car	656	320	723	367	0
000022	2	motorbike	928	305	1035	450	1
000022	4	car	782	326	815	353	0
000022	5	motorbike	827	333	853	366	0
000023	1	car	657	320	724	367	0
000023	2	motorbike	926	305	1033	450	1
000023	4	car	785	326	818	353	0
000023	5	motorbike	829	334	855	367	0
000024	1	car	659	321	726	368	0
000024	2	motorbike	924	305	1031	450	1
000024	4	car	787	326	820	353	0
000024	5	motorbike	831	334	857	367	0
000025	1	car	661	321	728	368	0
000025	2	motorbike	922	305	1029	450	1
000025	4	car	790	326	823	353	0
000025	5	motorbike	834	334	860	367	0
000026	1	car	662	321	729	368	0
000026	2	motorbike	921	304	1028	449	1
000026	4	car	792	326	825	353	0
000026	5	motorbike	836	335	862	368	0
000027	1	car	664	322	731	369	0
000027	2	motorbike	919	304	1026	449	1
000027	4	car	795	326	828	353	0
000027	5	motorbike	838	335	864	368	0
000028	1	car	666	322	733	369	0
000028	2	motorbike	917	304	1024	449	1
000028	4	car	797	326	830	353	0
000028	5	motorbike	840	335	866	368	0
000029	1	car	668	323	735	370	0
000029	2	motorbike	916	304	1023	449	1
000029	4	car	800	326	833	353	0
000029	5	motorbike	843	336	869	369	0
000030	1	car	668	322	735	370	0
000030	2	motorbike	916	304	1023	449	1
000030	4	car	801	325	834	352	0
000030	5	motorbike	844	335	870	368	0
000031	1	car	669	322	736	370	0
000031	2	motorbike	916	305	1023	450	1
000031	4	car	802	325	835	352	0
000031	5	motorbike	845	334	871	367	0
000032	1	car	670	321	737	371	0
000032	2	motorbike	917	306	1024	451	1
000032	4	car	803	325	836	352	0
000032	5	motorbike	846	334	872	367	0
000033	1	car	671	321	738	371	0
000033	2	motorbike	917	307	1024	452	1
000033	4	car	804	324	837	351	0
000033	5	motorbike	847	333	873	366	0
000034	1	car	672	320	738	372	0
000034	2	motorbike	918	307	1025	452	1
000034	4	car	805	324	838	351	0
000034	5	motorbike	848	333	874	366	0
000035	1	car	673	320	739	372	0
000035	2	motorbike	918	308	1025	453	1
000035	4	car	806	324	839	351	0
000035	5	motorbike	849	332	875	365	0
000036	1	car	673	320	740	373	0
000036	2	motorbike	919	309	1026	454	1
000036	4	car	807	324	840	351	0
000036	5	motorbike	850	331	876	364	0
000037	1	car	674	319	741	373	0
000037	2	motorbike	919	310	1026	455	1
000037	4	car	808	323	841	350	0
000037	5	motorbike	851	331	877	364	0
000038	1	car	675	319	742	374	0
000038	2	motorbike	919	310	1026	455	1
000038	4	car	809	323	842	350	0
000038	5	motorbike	852	330	878	363	0
000039	1	car	676	318	742	374	0
000039	2	motorbike	920	311	1027	456	1
000039	4	car	810	323	843	350	0
000039	5	motorbike	853	330	879	363	0
000040	1	car	677	318	743	375	0
000040	2	motorbike	920	312	1027	457	1
000040	4	car	811	323	844	350	0
000040	5	motorbike	854	329	880	362	0
000041	1	car	678	317	744	375	0
000041	2	motorbike	921	313	1028	458	1
000041	4	car	812	322	845	349	0
000041	5	motorbike	855	329	881	362	0
