000001	1	bus	330	371	540	524	0
000001	2	car	718	462	869	567	1
000001	3	car	618	456	677	517	1
000002	1	bus	330	369	540	522	0
000002	2	car	716	460	867	565	1
000002	3	car	618	455	677	515	1
000003	1	bus	332	368	542	520	0
000003	2	car	714	458	865	563	1
000003	3	car	618	453	677	513	1
000004	1	bus	334	366	544	519	0
000004	2	car	712	456	864	561	1
000004	3	car	618	451	677	512	1
000005	1	bus	336	366	545	519	0
000005	2	car	712	455	864	560	1
000005	3	car	618	451	677	512	1
000006	1	bus	337	364	547	517	0
000006	2	car	711	453	862	558	1
000006	3	car	618	449	677	510	1
000007	1	bus	339	362	549	515	0
000007	2	car	709	451	860	556	1
000007	3	car	618	448	677	508	1
000008	1	bus	341	362	551	515	0
000008	2	car	709	449	860	554	1
000008	3	car	618	448	677	508	1
000008	4	motorbike	1125	517	1271	648	0
000008	5	person	1160	410	1233	583	0
000009	1	bus	341	362	551	515	0
000009	2	car	707	449	855	552	1
000009	3	car	616	448	675	508	1
000009	4	motorbike	1120	515	1264	647	0
000009	5	person	1155	410	1226	581	0
000010	1	bus	341	362	551	515	0
000010	2	car	705	449	851	552	1
000010	3	car	616	448	675	508	1
000010	4	motorbike	1114	515	1258	645	0
000010	5	person	1150	410	1221	579	0
000011	1	bus	341	362	551	515	0
000011	2	car	704	449	848	551	1
000011	3	car	616	448	675	508	1
000011	4	motorbike	1109	515	1253	643	0
000011	5	person	1144	412	1216	577	0
000012	1	bus	341	362	551	515	0
000012	2	car	702	449	844	551	1
000012	3	car	616	448	675	508	1
000012	4	motorbike	1104	515	1246	641	0
000012	5	person	1139	412	1210	576	0
000013	1	bus	341	362	551	515	0
000013	2	car	700	449	840	549	1
000013	3	car	615	448	673	508	1
000013	4	motorbike	1100	515	1240	640	0
000013	5	person	1134	414	1205	574	0
000014	1	bus	343	362	552	515	0
000014	2	car	698	449	837	549	1
000014	3	car	615	448	673	508	1
000014	4	motorbike	1095	515	1235	640	0
000014	5	person	1128	414	1198	574	0
000015	1	bus	343	362	552	515	0
000015	2	car	696	449	833	547	1
000015	3	car	615	448	673	508	1
000015	4	motorbike	1089	515	1228	638	0
000015	5	person	1123	416	1192	572	0
000016	1	bus	343	362	552	515	0
000016	2	car	695	449	830	547	1
000016	3	car	615	448	673	508	1
000016	4	motorbike	1084	513	1223	636	0
000016	5	person	1118	416	1187	570	0
000017	1	bus	343	362	552	515	0
